"skill_id","skill_name"
156," Unix Server"
157," Windows Workstation"
158," Windows Server"
159," Microsoft Office"
160," Excel"
161," Analytic Skills"
162," ProblemSolving"
163," Communication Skills"
164," Teamwork"
165," Accountability"
166," Attention to Detail"
167," Accuracy"
168," Generative AI"
169," Cloudbased services"
170," Risk management"
171," Project management"
172," Process management"
173," Data model"
174," PRIME system"
175," Lean"
176," Green Belt Certification"
177," CRISC"
178," CISM"
179," CRCM"
180," CIPP"
181," ABA Risk Management Certification"
182," Compliance"
183," Legal"
184," Regulatory"
185," Operations"
186," Cybersecurity"
187,"Data Loss Prevention (DLP)"
188," Web Proxy"
189," Email"
190," Endpoint Solutions"
191," Symantec Data Loss Prevention (DLP)"
192," Agile Delivery"
193," Public Cloud Security"
194," MultiCloud Environments"
195," IT Delivery Projects"
196," JIRA"
197," Cloud Certifications (AWS)"
198," Security Certifications (CISSP)"
199," Computer Science"
200," Systems Engineering"
201," Software Development Practices"
202," Platform Engineering"
203,"Problem solving"
204," Data analysis"
205," Predictive analysis"
206," Trend identification"
207," Performance monitoring"
208," Financial risk management"
209," Business process analysis"
210," Visio"
211," Smartsheet"
212," SNOW"
213," SAP"
214," Power BI"
215," Leadership"
216," Bachelor's degree"
217," Professional certification"
218," Graduate degree"
219," System Design"
220," Multimodal Input"
221," Prototyping"
222," Data Management"
223," Scalability"
224," Reliability"
225," Performance"
226," C++"
227," Distributed Systems"
228," Infrastructure Design"
229," Complex Systems"
230," Software Engineering"
231," ML Pipeline Automation"
232," ML Workflows"
233," ML Systems"
234,"SQL"
235," Database Administration"
236," Advanced Statistical Analysis"
237," Forecasting Techniques"
238," Data Abnormalities Detection"
239," Contact Workforce Management"
240," Crossfunctional Collaboration"
241," Performance Analytics"
242," Root Cause Analysis"
243," Forecasting and Scheduling"
244," Service Level Management"
245," Hindsight Analysis"
246," Business Communication"
247," Problemsolving"
248," Decisionmaking"
249," ACD"
250," BackOffice Work Routing"
251," WFM Software"
252," Bachelor's degree in business accounting finance statistics or economics"
253,"Master Data Analyst"
254," Data/Master Data Experience"
255," Polished People/Senior Stakeholder Engagement"
256," Data Ingestion Pipelines"
257," Business Process Workflow"
258," Data Matching & Deduplication"
259," Standardization"
260," SemiAgile Delivery Framework"
261," MDM Strategies"
262," MDM Policies"
263," MDM Functional Implementation"
264," MDM Requirement Analysis"
265," Deterministic Matching"
266," Probabilistic Matching"
267," Master Data Hierarchy Management"
268," HighLevel Design"
269," Data Scorecard Development"
270," Exception Management"
271," LargeScale MDM Project Implementation"
272," Thought Leadership"
273," Data Quality Analysis"
274," Data Governance Policies"
275," ETL Flows"
276," SourcetoTarget Mapping"
277," Requirements Gathering"
278," Agile/Waterfall SDLC"
279," Time Management"
280," Analytical Skills"
281," Informatica MDM/DG"
282," SAP MDM"
283," Data Enrichment"
284," Dun & Bradstreet"
285,"Corporate Law"
286," Private Equity"
287," Venture Capital"
288," M&A"
289," Securities Law"
290," SEC Periodic Reporting"
291," Stock Exchange Rules"
292," Corporate Governance"
293," Capital Raising"
294," Mergers and Acquisitions"
295," Equity Offerings"
296," Debt Offerings"
297," Banking and Finance"
298," Litigation"
299," Collaborative Environment"
300," Exchange Regulations"
301," AWS"
302," DBA case tools"
303," SQL programming"
304," Scripts"
305," Structured query language"
306," Algorithmic thinking"
307," Programming languages API"
308," Data backup"
309," Data recovery"
310," Data security"
311," Data integrity"
312," Database standards"
313," End user applications"
314," Database design"
315," Database documentation"
316," Database coding"
317," Attention to detail"
318," Interpersonal skills"
319,"Machine Learning Operations (ML Ops)"
320," Engineering"
321," Evaluation Experimentation"
322," Monitoring Processes"
323," ETL Pipelines"
324," LLMs"
325," NLP"
326," Reinforcement Learning"
327," Probabilistic Graphs"
328," Deep Learning"
329," Autonomy"
330," Flexibility"
331," Teamfirst Mentality"
332," Mentoring"
333," NYCbased"
334," Hiring"
335," Financial Workflows"
336," Product Ownership"
337,"Data Engineering"
338," Data Analytics"
339," Data Modelling"
340," Data Pipeline Design"
341," ETL (Extract Transform Load)"
342," Data Lake"
343," Data Strategy"
344," Data Governance"
345," Advanced Statistics"
346," Machine Learning"
347," Team Leadership"
348," Business Requirements Gathering"
349," Data Security"
350," Full UK Driving Licence"
351,"Data Analysis"
352," Statistical Techniques"
353," Data Mining"
354," Data Quality Management"
355," Data Processing"
356," A/B Testing"
357," Hypothesis Testing"
358," ETL Processes"
359," DataDriven Decision Making"
360,"Hardware Validation"
361," ML/AI Frameworks"
362," Test Execution"
363," Automation Development"
364," Debugging"
365," GPU"
366," HighPerformance Computing"
367," Linux"
368," C/C++"
369," Schematics"
370," Circuit Design"
371," Data Traffic Management"
372," Electrical Laboratory Equipment"
373," Computer Architecture"
374," Processors"
375," Interconnects"
376," Firmware"
377," ML/AI Models"
378," Workloads"
379,"Data governance"
380," Data lineage"
381," Data interdependencies"
382," Data standards"
383," Data consistency"
384," Governance rules"
385," Governance controls"
386," Data quality"
387," Data analytics"
388," Business intelligence"
389," Data lakes"
390," Data gaps"
391," Data flows"
392," Data catalogues"
393," Relational databases"
394," Data transformations"
395," Data mappings"
396," Data modelling"
397," Data findings"
398," Data recommendations"
399," Data consolidation"
400," Agile Product Owner"
401," Healthcare IT systems"
402," Electronic Medical Record systems"
403," EDW"
404," Data Maturity Model"
405," Data modernization"
406," Data stewards"
407," Dashboards"
408," Data assets"
409," Data feeds"
410," Data privacy"
411," Data governance policies"
412," Data governance meetings"
413," Third party data"
414," First party data"
415," Derivative data"
416," Second party data"
417," Product backlog"
418," Product development"
419," Product stakeholders"
420," Health Informatics"
421," Public Health"
422," Data Science"
423," Epidemiology"
424," Biostatistics"
425," Public Policy"
426," Health Policy"
427," Health Services Research"
428," Health Information Sciences"
429," Data governance efforts"
430," Data sharing projects"
431," Enterprisewide data governance"
432," Data maturity models"
433," Health and human services"
434,"SQL Server"
435," SSIS"
436," Windows"
437," PowerShell"
438," SQL DBA"
439," System Utilities"
440," Debugging Tools"
441," Monitoring Tools"
442," Corporate Database Standards"
443," Strategic Database Technologies"
444," Data Management Principles"
445," Data Management Techniques"
446," Information Systems"
447,"Revenue Cycle"
448," Healthcare Data Analysis"
449," Epic Clarity Reporting"
450," Analytic Methods"
451," Statistical Methods"
452," Agile Development"
453," Technical Abilities"
454," Epic Revenue Cycle Certification"
455," Certified Health Data Analyst (CHDA) certification"
456," Bachelor of Science degree"
457," 4+ years of relevant experience"
458," 2+ years of data analysis in healthcare"
459," Strong grasp of analytic and statistical methods"
460," Clinical Experience"
461," Excellent written and oral communication skills"
462," Excellent organizational and analytical skills"
463," Strong technical abilities"
464," Data Architect"
465," Data Infrastructure"
466," AWS S3"
467," AWS EMR"
468," GraphQL API"
469," DataFocused Programming Languages"
470," Petabytes of Data"
471," Bachelor's Degree"
472," Master's Degree"
473," AWS Certified Cloud Data Engineer"
474," ETL Systems"
475," ELT Systems"
476,"Data analytics"
477," Data engineering"
478," Data science"
479," Data processing"
480," Data pipelines"
481," Data visualizations"
482," Machine learning"
483," Software engineering"
484," Hadoop Distributed File System (HDFS)"
485," Presto"
486," Ansible"
487," Docker"
488," Kubernetes"
489," Jupyter Notebooks"
490," Pandas"
491," Bokeh"
492," Superset"
493," Airflow"
494," Statistics"
495," Problemsolving skills"
496,"Azure"
497," ADLS"
498," Databricks"
499," Stream Analytics"
500," SQL DW"
501," COSMOS DB"
502," Analysis Services"
503," Azure Functions"
504," Serverless Architecture"
505," ARM Templates"
506," SparkSQL"
507," Kafka"
508," Postgres"
509," Cassandra"
510," Azkaban"
511," Luigi"
512," Storm"
513," Helm"
514," pySpark"
515," TDD"
516," Pair Programming"
517," Continuous Integration"
518," Automated Testing"
519," Deployment"
520," StreamProcessing Systems"
521," SparkStreaming"
522," Dimensional Data Modeling"
523," Schema Design"
524," ETL"
525," Data Warehouses"
526," Data Management Tools"
527," Data Retention"
528,"Data Lifecycle Management"
529," File System Management"
530," Network Share Management"
531," Project Folder/File Structure Creation"
532," Network Share/File/Folder Permissions Management"
533," Large Data Set Migration"
534," Legacy to Modern Systems Data Transfer"
535," NonHomogenous File/Directory Structures Data Integration"
536," Microsoft Distributed File Systems"
537," Windows Server OS Administration"
538," Microsoft Office 365"
539," Active Directory"
540," Granular NTFS File Permissions"
541," Windows File ACLs"
542," NFS Shares"
543," CloudBased Storage Systems"
544,"Software Engineering"
545," Microservices"
546," Full Stack Development"
547," Cloud Computing (AWS Microsoft Azure Google Cloud)"
548," Programming Languages (Python Go)"
549," AWS Tools and Services"
550," Data Compliance"
551," Technical Problem Solving"
552," Agile Practices"
553," People Management"
554," Open Source Frameworks (Airflow Spark Presto Snowflake)"
555,"Senior Architect"
556," Product Line"
557," Design"
558," Strategy"
559," Presentation Skills"
560," Business Acumen"
561," Math"
562," Security Clearance"
563," Washington DC"
564,"Variable Cost Productivity"
565," Costbenefit Analysis"
566," Return on Investment Analysis"
567," Product Configuration Management"
568," Locally Sourced Items"
569," LEAN"
570," Six Sigma"
571," ISO"
572," CFDA"
573," HTML"
574," CSS"
575," JavaScript"
576,"Python"
577," Agile"
578," Distributed Microservices"
579," Microsoft Azure"
580," Google Cloud"
581," Open Source RDBMS"
582," Cloudbased Data Infrastructure"
583," Hive"
584," EMR"
585," Gurobi"
586," MySQL"
587," Agile Engineering Practices"
588,"Data science"
589," Artificial intelligence"
590," Data management"
591," Data visualization"
592," Data mining"
593," Pytorch"
594," Tensorflow"
595," Model building"
596," Team Management"
597," Data Systems Improvement"
598," Decision Making"
599," Team Work"
600," Annual Leave"
601," Benefits"
602," Performance Bonus"
603," Pension Scheme"
604," Life Assurance"
605," Colleague Discount"
606," Training"
607,"Data Visualization"
608," DAX"
609," TransactSQL"
610," OLTP"
611," OLAP"
612," Data Structures"
613," Data Integrity"
614," Software Development Lifecycle"
615," Security"
616," Privacy"
617," Interpersonal Skills"
618," Critical Thinking"
619," Problem Solving"
620," Initiative"
621," Prioritization"
622," DoD 8570"
623," SECNAV 5239.2"
624," Secret Clearance or ability to obtain"
625," Bachelor's degree in Computer Science Information Systems or Computer Engineering"
626," 4 years related experience"
627," 3+ years of BI development using Power BI or equivalent tool"
628," 3+ years of SQL and databases"
629," 3+ years of Excel experience"
630," Knowledge of ETL/ELT techniques and methodologies along with best practices"
631," Exceptional analytical critical thinking and problemsolving abilities"
632," Highly selfdirected"
633," Takes initiative"
634," Can work independently while being a strong contributor to a team"
635," Effective prioritization and time management skills"
636," Can thrive in a dynamic environment in which priorities might change frequently"
637," Excellent communication and interpersonal skills"
638," Strong documentation and presentation skills"
639," Work requires CSWF certification"
640," Security+ or CISSP"
641," DLP Controls"
642," SaaS"
643," IaaS"
644," Information Security Policy"
645," Standards"
646," Web proxy"
647," Email solutions"
648," Endpoint solutions"
649," Technical initiatives"
650," Enterprise cybersecurity"
651," Technical delivery"
652," Product security"
653," Software development practices"
654," Platform engineering"
655," Investigating"
656," Configuring"
657," Supporting"
658," Data protection"
659," High School Diploma"
660," GED"
661," Information technology"
662," Agile delivery model"
663," Public cloud security"
664," Multicloud environments"
665," CISSP"
666," GIAC"
667," CCSP"
668," CISA"
669," Security+"
670," AWS Cloud Practitioner"
671," AWS Solution Architect  Associate"
672," AWS Developer  Associate"
673," AWS Security  Specialty"
674," AWS Solution Architect  Professional"
675," McLean VA"
676," Performancebased incentive compensation"
677," Health"
678," Financial benefits"
679," Capital One Careers website"
680," Equal opportunity employer"
681," Diversity and inclusion"
682," Accommodation during the application process"
683," Technical support"
684," Recruiting process"
685,"Data Management"
686," Statistical Analysis"
687," SAS"
688," Simulation Modeling"
689," AgentBased Modeling"
690," Dynamic Modeling"
691," Discrete Event Modeling"
692," Health Economics"
693," Healthcare"
694," Large Language Models"
695," Longitudinal Surveys"
696," Statistical Programming"
697," Medicare"
698," Medicaid"
699," Marketscan Data"
700," Quantitative Analysis"
701," U.S. Citizenship"
702,"Data Modelling"
703," Data Standards"
704," Data Synthesis"
705," Source System Analysis"
706," Metadata Management"
707," RedShift"
708," Confluence"
709," Draw IO"
710," Collibra"
711," Communicating between Technical and NonTechnical Subjects"
712," Engaging Collaboratively with Stakeholders"
713," Leading Process Development"
714," Evaluating Existing Data Systems"
715," Providing Comprehensive Documentation"
716," Championing Opportunities for Enhancing Current Data Architecture"
717," Designing Data Architecture that Deals with Problems Spanning Different Business Areas"
718," Identifying Similarities between Problems to Devise Common Solutions"
719," Understanding the Impact on the Organisation of Emerging Trends in Data Tools Analysis Techniques and Data Usage"
720," Working within a Strategic Context and Communicating How Activities Meet Strategic Goals"
721," PySpark"
722," Legal Compliance"
723,"Data Quality Manager"
724," Data Quality Standards"
725," Data Quality Framework"
726," Data Quality KPIs"
727," Data Council"
728," Data Owners"
729," Data Stewards"
730," Data Quality Issues"
731," Data Quality Initiatives"
732," Microsoft Purview"
733," Data Quality Rules"
734," Data Quality Processes"
735," Data Quality Procedures"
736," Data Quality Mindset"
737," Best Practices"
738," Analytical Abilities"
739," Collaboration Skills"
740," SelfStarter"
741," Information Management"
742," Data Quality Concepts"
743," Data Quality Methodologies"
744," Data Quality Frameworks"
745," Data Quality Tools"
746," Competitive Salary"
747," Development Opportunities"
748," Event Day Tickets"
749," Internal Events"
750," Free Lunches"
751," Free Private Medical Cover"
752," Contributory Pension Scheme"
753," Additional Thank You Days"
754," Volunteering Days"
755," Hybrid Working Model"
756," Remote Work"
757," Fixed Location"
758," Wembley Stadium"
759," St. George's Park"
760," Processing Centre"
761," Homebased Contract"
762,"Machine learning"
763," Deep learning"
764," Computer vision"
765," Object detection"
766," Git"
767," Automotive AI"
768," Medical device"
769," Algorithm optimization"
770,"Ontology"
771," Linked Data"
772," SPARQL"
773," Graph Databases"
774," JSON"
775," OpenAPI/YAML"
776," AVRO"
777," Protégé"
778," TopQuadrant"
779," PoolParty"
780," Stardog"
781," AnzoGraph"
782," Neptune"
783," Data.World"
784," Agile Principles"
785," Processes"
786," Methodologies"
787," Amazon Web Services"
788," DetailOrientation"
789," Reading Comprehension"
790," Writing Skills"
791,"Data Analytics"
792," Exploratory Analysis"
793," Predictive Analysis"
794," Artificial Intelligence"
795," Microsoft Office (Power BI)"
796," MultiINT Analytics"
797," Automated Predictive Analytics"
798," TS/SCI"
799," 12+ Years of Experience"
800," 5+ Years of Related Experience"
801," Master Data Management"
802," AWS services"
803," Data validation"
804," Data cleansing"
805," Data enrichment"
806," Agile Scrum SDLC"
807," Integration testing"
808," User acceptance testing"
809," Apache Spark"
810," AWS Glue"
811," Data Lakehouse architecture"
812," OpenSearch"
813," Amazon S3"
814," Amazon Redshift"
815," Tika"
816," ElasticSearch"
817," NoSQL databases"
818," AWS Lambda"
819," SQS"
820," NiFi"
821,"Database Platform Operations"
822," Microsoft SQL Server"
823," Sybase ASE"
824," MongoDB"
825," Unix / Linux"
826," Bash"
827," PLSQL"
828," Clustering"
829," HighAvailability"
830," Replication"
831," Disaster Recovery"
832," Backup and Recovery"
833," SQL and Systems Performance Tuning"
834," Network Optimization"
835," Storage Optimization"
836," Server Optimization"
837," Virtualisation"
838," Logical and Physical Database Design"
839," CIS Security Hardening"
840," Security and Auditing"
841," AWX / Ansible Tower"
842," Terraform"
843," TeamCity"
844," Serena Deployment Automation (SDA)"
845," Jenkins"
846," Infrastructure as Code"
847," Continuous Integration (CI)"
848," Continuous Development (CD)"
849," Site Reliability Engineering"
850," LDAP"
851," Kerberos"
852," BMC ControlM"
853," Oracle Cloud Control"
854," IBM Tivoli / Netcool"
855," Oracle ODA"
856," Nutanix HCI"
857," VMWare ESX"
858," Networking Protocols (TCP/IP DNS DHCP VLAN’s)"
859," PaaS"
860," GCP"
861," GDPR"
862," SOX"
863," Dell EMC PowerStore (SAN)"
864," Isilon (NAS)"
865," Rubrik"
866," EMC Networker"
867," Data Domain"
868," IBM Tivoli Storage Manager"
869," CyberArk"
870," Splunk"
871," Qualys"
872," Cisco Tetration"
873," ServiceNow"
874," Pressure Handling"
875," ProblemSolving Skills"
876," ResultsDriven"
877," Proactive Approach"
878," Motivation"
879," Urgency Management"
880," Structured Approach"
881," Logical Approach"
882," Performance Under Pressure"
883," Conflict Management"
884," Large Workload Management"
885," Tight Deadline Management"
886," Complex Technical Communication"
887," Diversity and Inclusion"
888," Statistical Models"
889," Analytics Environment"
890," Problem Solving Skills"
891," Bachelor's Degree in Computer Science Computer Information Systems Mathematics Statistics or Economics"
892," Experience in a Consumer Packaged Goods Company"
893,"Electrical project management"
894," Building Electrical systems"
895," Electrical Distribution"
896," Emergency Generators"
897," Uninterruptible Power Supplies (UPS)"
898," High/Medium/Low voltage applications"
899," Heating Ventilation Air Conditioning Plumbing"
900," Critical Water systems"
901," Fire/Life Safety Protection Systems"
902," Root cause analysis"
903," Computerbased estimating"
904," OSHA Certification"
905," College degree"
906," Journeyman’s license"
907," Master electrician’s license"
908," Strong communication skills"
909," Organizational skills"
910," Teamwork skills"
911," Real Time API design"
912," Cloud native platforms"
913," Serverless computing"
914," High performance computing"
915," Data Mesh"
916," Data Fabric"
917," Multitenancy"
918," Data platform strategies"
919," Problem solving"
920," Operational platforms"
921," Distributed operational systems"
922," Resilience"
923," High availability"
924," Data cleaning"
925," Data transformation"
926," Recruiting"
927," At least 7 years experience"
928," At least 8 years experience"
929," At least 10 years experience"
930,"Remote work"
931," IQA Award"
932," IT industry qualification (Level 4 or above)"
933," Handson experience in IT/Data sector"
934," Level 4 teaching qualification (or willingness to pursue one)"
935," Understanding of Ofsted EIF"
936," Coaching and guidance"
937," Performance reviews"
938," Observation"
939," Corrective actions"
940," Performance management"
941," Quality assurance"
942," Targets/KPIs"
943," Strategy implementation"
944,"Data Science"
945," Quantitative Field"
946," Technical Leadership"
947," Interdisciplinary Collaboration"
948," Execution and Velocity"
949," Research and Statistical Depth"
950," Scalable Design"
951," Mentorship and Development"
952," Forecasting Systems"
953," Marketplace Dynamics"
954," Experimental Design and Analysis"
955," Stakeholder Alignment"
956," Metric Frameworks"
957," Hybrid Work"
958," Pay and Benefits"
959,"Data privacy"
960," Cybersecurity law"
961," Contract law"
962," Legal compliance"
963," Nondisclosure agreements"
964," Sales and purchasing agreements"
965," Distributor/reseller agreements"
966," Supply agreements"
967," Marketing and other service agreements"
968," Commercial contracts"
969," Employment law"
970," Antitrust"
971," Intellectual property"
972," Export control"
973," Environmental regulations"
974," Diversity equity and inclusion"
975," Multitasking"
976," Travel"
977," Spanish"
978," Portuguese"
979," Law school graduation"
980," California law practice admission"
981," 612 years corporate law department or law firm experience"
982," Law"
983," P&C Insurance"
984," Big Data"
985," Orchestration"
986," AI"
987," Bachelor's or Master's degree in Computer Science Data Engineering or a related field from an accredited college or university"
988," Proven handson experience with Snowflake SQL Talend AWS and big data technologies"
989," Indepth knowledge of the Property and Casualty (P&C) insurance domain"
990," Experience leading and managing data engineering teams"
991," Strong communication skills with the ability to collaborate effectively across departments"
992," Certifications in Snowflake Talend AWS or related technologies"
993," Familiarity with data governance security and compliance standards"
994,"Infrastructure"
995," DBXUC"
996," DataOps"
997," Resource Optimization"
998," Cost Management"
999," Pipeline Monitoring"
1000," Alerts"
1001," Failure Resolution"
1002," Data Flow"
1003," Logic Apps"
1004," Access Management"
1005," Logic Apps failures"
1006," APM Configuration"
1007,"Top Secret Security"
1008," Configuration Management"
1009," Change Control"
1010," Technical Review Boards"
1011," Physical Configuration Audits"
1012," Functional Configuration Audits"
1013," IT Configuration Management"
1014," Software Configuration Management"
1015," Hardware Configuration Management"
1016," Firmware Configuration Management"
1017," Peripheral Configuration Management"
1018," Data Requirements"
1019," Contract Data Requirements List (CDRL)"
1020," Data Calls"
1021," Data Requirements Review Boards (DRRBs)"
1022," Statement of Work (SOW)"
1023," Statement of Objectives (SOO)"
1024," Performance Work Statement (PWS)"
1025," Department of Defense (DoD)"
1026," DoDI 5230.24"
1027," DODD 5230.25"
1028," DoD 5010.12M"
1029," DoD 5000.02R"
1030," DFARS 252.2277013"
1031," DFARS 252.2277014"
1032," ASSIST Database"
1033," MS Office Suite"
1034," Baseline Management"
1035," Version Control"
1036," Data Duplication"
1037," Media Labeling"
1038," Release Notes"
1039," CM Reports"
1040," Change Control Documentation"
1041," Baseline Administrative Activities"
1042," Briefings"
1043," Software Development Life Cycle"
1044," Database Management"
1045," US Citizenship"
1046,"Program management"
1047," Data Center"
1048," DMZ"
1049," B2B"
1050," VOR"
1051," Building Networking solutions"
1052," Wireless LAN"
1053," Structured Cabling"
1054," Cable Systems"
1055," Pathways"
1056," Public transport systems"
1057," Private transport systems"
1058," WAN"
1059," Optical systems"
1060," SwitchedEthernet"
1061," LTE"
1062," SDWAN"
1063," Cloud"
1064," Virtualized services"
1065," Network Appliance"
1066," Video"
1067," Voice"
1068," Voice over IP (VoIP)"
1069," UC"
1070," Collaboration services"
1071," Jira"
1072," LeanAgile"
1073," Scrum"
1074," Kanban"
1075," SAFe Agile methodologies"
1076," Change Management"
1077," Service Delivery"
1078," PMP"
1079," ITIL"
1080," CCNA"
1081," Decision making"
1082," Strategic thinking"
1083," Business results"
1084," Ownership"
1085," Influence"
1086," Organization"
1087," Detail orientation"
1088," Technical acumen"
1089," Partnership"
1090," Automation"
1091," Process improvement"
1092," Financial services"
1093," Insurance"
1094," Banking"
1095," Investment banking"
1096," Nimble"
1097," Flexible"
1098," Proactive"
1099," Reactive"
1100,"Data analysis"
1101," Data extraction"
1102," Data reporting"
1103," Epic Clarity reporting"
1104," Statistical methods"
1105," Analytic methods"
1106," Epic Clarity Data Model certification"
1107," Epic Revenue Cycle certification"
1108," Written communication"
1109," Oral communication"
1110," Technical skills"
1111," User observation"
1112," Workflow analysis"
1113," Clinical experience"
1114," Healthcare data"
1115," Revenue cycle operations"
1116," EHR systems"
1117," Clinical teams"
1118," Operational teams"
1119," Senior leadership"
1120," Datadriven solutions"
1121," User experience"
1122," Informatics foundation"
1123," Digital solutions"
1124," Health system solutions"
1125,"Project Management"
1126," Civil Engineering"
1127," Construction Management"
1128," LargeScale Projects"
1129," Healthcare Projects"
1130," Commercial Projects"
1131," Scheduling"
1132," Quality Assurance"
1133," Quality Control"
1134," Document Control"
1135," Site Safety"
1136," BS in Construction Management or Civil Engineering"
1137," 5+ Years of Experience in Construction Industry"
1138," Proven Track Record of Effectively Managing Job Sites"
1139," Positive Attitude and Strong Management Ability"
1140,"Data Warehouse Architecture"
1141," Data Warehouse Modeling"
1142," ETL Processing"
1143," Confluent Kafka"
1144," Kinesis"
1145," Glue"
1146," Lambda"
1147," Process Flow"
1148," Metric Logging"
1149," Error Handling"
1150," ETL Architecture"
1151," System Architectural Decisions"
1152," Development Standards"
1153," AWS Expertise"
1154," Glue (Spark)"
1155," S3"
1156," Athena"
1157," Streaming Services"
1158," Java Spring Framework"
1159," Spring Boot"
1160," Spring Cloud"
1161," Spring Data"
1162," Business Requirements"
1163," User Documentation"
1164," Report Monitoring"
1165," Test Result Documentation"
1166," Mathematics"
1167," Visual Software"
1168," Medical Device"
1169," Pharmaceutical"
1170," Regulatory Industry"
1171," ERP Systems"
1172," Data Exploration"
1173," CRM"
1174,"Medical Laboratory Science"
1175," ASCP Certification"
1176," Hematology"
1177," Chemistry"
1178," Immunohematology"
1179," Blood Banking"
1180," Microbiology"
1181," Serology"
1182," Coagulation"
1183," Urinalysis"
1184," Laboratory Safety"
1185," Laboratory Equipment Operation and Maintenance"
1186," Data Accuracy and Record Keeping"
1187," Oral and Written Communication"
1188," Mathematical Skills"
1189," Reasoning Ability"
1190," Patient Care"
1191," Blood Borne Pathogens"
1192," Laboratory Reagents"
1193," Unpleasant Patient Elements"
1194," Electrical and Mechanical Hazards"
1195,"Medical Lab Technician (MLT)"
1196," Compassion"
1197," Acute Care Experience"
1198," Per Diem Nursing"
1199," Travel Nursing"
1200," Locum Tenens"
1201," Interim Leadership"
1202," Clinical Instructor"
1203," HCA Healthcare"
1204," EVIND1"
1205,"AI/ML"
1206," ML frameworks"
1207," SageMaker"
1208," HuggingFace"
1209," Image Processing"
1210," Computer Vision"
1211," GPU workload optimization"
1212," Model serving"
1213," Scaling"
1214," GPU resource management"
1215," Datadriven decisionmaking"
1216," Latest trends and technologies in AI/ML"
1217," Bachelor's/Master's in Computer Science Electrical Engineering Computer Vision or related field"
1218,"Sales"
1219," Prospecting"
1220," Client Engagement"
1221," Research"
1222," Analytics"
1223," Commercial Real Estate"
1224," B2B Sales"
1225," Consultative Selling"
1226," Client Training"
1227," Product Demonstrations"
1228," Marketing"
